MSSubClass,MSZoning,LotFrontage,LotArea,Alley,LandContour,LotConfig,LandSlope,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MoSold,YrSold,SalePrice
2-1/2 STORY,RM,60,10800,,Lvl,Inside,0,1Fam,2.5Unf,7,7,1914,1970,Gable,CompShg,None,0,3,3,BrkTil,4,3,1,3,390,1,0,490,880,GasW,2,0,5,880,888,1768,Detchd,1914,1,2,320,3,0,0,341,0,0,0,0,0,0,,Oct,2006,163000
DUPLEX,RL,60,8544,,Lvl,Inside,0,Duplex,1Story,3,4,1950,1950,Gable,CompShg,None,0,3,3,CBlock,0,0,0,0,0,0,0,0,0,GasA,4,0,3,1040,0,1040,Detchd,1949,1,2,400,3,2,0,0,0,0,0,0,0,0,,July,2006,93500
2-STORY 1946+,RL,72,10463,,HLS,CulDSac,0,1Fam,2Story,8,5,2005,2005,Gable,CompShg,None,0,4,3,PConc,4,3,0,1,0,1,0,893,893,GasA,5,1,5,901,900,1801,Attchd,2005,3,3,800,3,2,0,116,0,0,0,0,0,0,,June,2006,239900
DUPLEX,RL,60,10800,,Lvl,Inside,0,Duplex,1Story,5,5,1987,1988,Gable,CompShg,None,0,3,3,CBlock,4,4,3,6,1200,1,0,0,1200,GasA,3,1,5,1200,0,1200,,1987,0,0,0,0,2,120,0,0,0,0,0,0,0,,Mar,2009,179000
2-STORY 1946+,RL,65,9313,,Lvl,Inside,0,1Fam,2Story,7,5,2004,2004,Gable,CompShg,None,0,4,3,PConc,4,3,0,1,0,1,0,864,864,GasA,5,1,5,864,864,1728,Attchd,2004,2,2,572,3,2,187,56,0,0,0,0,0,0,,Apr,2009,190000
2-STORY 1945-,RM,60,9600,Grvl,Lvl,Inside,0,1Fam,2Story,5,7,1910,2002,Gable,CompShg,None,0,3,4,BrkTil,2,2,0,1,0,1,0,264,264,GasA,5,1,5,768,664,1432,Detchd,1910,1,2,360,3,2,270,0,112,0,0,0,0,4,,May,2007,132000
1-STORY 1946+,RL,65,6768,,Lvl,Inside,0,1Fam,1Story,6,8,1961,1996,Hip,CompShg,None,0,3,4,CBlock,3,3,1,6,832,1,0,80,912,GasA,4,1,5,912,0,912,Detchd,1962,1,1,288,3,2,168,0,0,0,0,0,0,4,,May,2008,142000
1-STORY 1946+,RL,65,8450,,Lvl,Inside,0,1Fam,1Story,7,5,2000,2001,Gable,CompShg,BrkFace,108,3,3,PConc,4,3,0,1,0,1,0,1349,1349,GasA,5,1,5,1349,0,1349,Attchd,2000,1,2,539,3,2,120,55,0,0,0,0,0,4,,Dec,2007,179000
SPLIT OR MULTI-LEVEL,RL,70,12886,,Lvl,Inside,0,1Fam,SLvl,5,6,1963,1999,Gable,CompShg,None,0,3,3,CBlock,4,3,2,5,444,1,0,76,520,GasA,5,1,5,1464,0,1464,Attchd,1997,2,2,480,3,2,302,0,0,0,100,0,0,0,,Oct,2009,175000
1-STORY PUD 1946+,RL,41,5395,,HLS,Inside,0,TwnhsE,1Story,8,5,1993,1993,Gable,CompShg,None,0,4,3,PConc,4,3,0,6,733,1,0,604,1337,GasA,4,1,5,1337,0,1337,Attchd,1993,2,2,462,3,2,96,0,70,168,0,0,0,0,,Oct,2008,180000
2-STORY 1946+,RL,,8963,,Lvl,Inside,0,1Fam,2Story,8,9,1976,1996,Hip,CompShg,BrkFace,289,5,4,CBlock,3,4,0,6,575,5,80,487,1142,GasA,5,1,5,1175,1540,2715,BuiltIn,1994,3,2,831,3,2,0,204,0,0,0,0,0,0,,July,2008,299800
2-STORY 1946+,RL,,8795,,Lvl,Inside,0,1Fam,2Story,7,5,2000,2000,Gable,CompShg,None,0,4,3,PConc,4,3,0,6,300,1,0,652,952,GasA,5,1,5,980,1276,2256,BuiltIn,2000,3,2,554,3,2,224,54,0,0,0,0,0,0,,Apr,2009,236000
2-STORY 1945-,RM,65,11700,Pave,Lvl,Corner,0,1Fam,2Story,7,7,1880,2003,Mansard,CompShg,None,0,4,3,Stone,3,2,0,1,0,1,0,1240,1240,GasW,3,0,5,1320,1320,2640,Detchd,1950,1,4,864,3,0,181,0,386,0,0,0,0,0,,May,2009,265979
1-STORY 1946+,RL,59,10593,,Lvl,Inside,0,1Fam,1Story,7,5,1996,1996,Hip,CompShg,BrkFace,338,4,3,PConc,4,3,0,6,919,1,0,801,1720,GasA,5,1,5,1720,0,1720,Attchd,1996,3,2,527,3,2,240,56,154,0,0,0,0,0,,Mar,2010,260400
1-1/2 STORY FIN,RL,50,8405,,Lvl,Inside,0,1Fam,1.5Fin,4,3,1945,1950,Gable,CompShg,None,0,3,3,Slab,0,0,0,0,0,0,0,0,0,Wall,3,0,3,1088,441,1529,Detchd,1945,1,1,240,3,0,92,0,185,0,0,0,0,0,,Apr,2009,98000
1-1/2 STORY FIN,RM,55,8800,Grvl,Lvl,Corner,0,1Fam,1.5Fin,4,7,1910,2004,Gable,CompShg,None,0,3,3,BrkTil,3,2,0,1,0,1,0,576,576,GasA,4,1,5,792,348,1140,,1910,0,0,0,0,0,0,160,0,0,0,0,0,0,,June,2010,96500
2-STORY 1946+,RL,,7750,,Lvl,Inside,0,1Fam,2Story,7,5,2003,2003,Gable,CompShg,None,0,4,3,PConc,4,3,0,1,0,1,0,660,660,GasA,5,1,5,660,660,1320,Attchd,2003,3,2,400,3,2,0,48,0,0,0,0,0,0,,Aug,2007,162000
1-STORY 1946+,RL,79,9236,,Lvl,Inside,0,1Fam,1Story,6,5,1997,1997,Gable,CompShg,None,0,3,4,PConc,4,3,3,6,1200,1,0,279,1479,GasA,5,1,5,1494,0,1494,Attchd,1997,2,2,576,3,2,168,27,0,0,0,0,0,0,,July,2006,217000
2-STORY 1946+,RL,80,10240,,Lvl,Inside,0,1Fam,2Story,8,5,2005,2005,Gable,CompShg,BrkFace,178,4,3,PConc,4,3,1,1,0,1,0,1030,1030,GasA,4,1,5,1038,1060,2098,Attchd,2005,2,3,878,3,2,192,52,0,0,0,0,0,0,,Mar,2006,275500
1-STORY 1946+,RL,61,7930,,Lvl,Inside,0,1Fam,1Story,6,8,1969,2005,Gable,CompShg,None,0,3,3,CBlock,3,3,0,6,439,3,472,115,1026,GasA,4,1,5,1026,0,1026,Detchd,1969,2,2,440,3,2,171,48,0,0,0,0,0,0,,July,2009,156000
2-STORY PUD 1946+,FV,34,3230,Pave,Lvl,Inside,0,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,BrkFace,894,3,3,PConc,4,3,0,6,381,1,0,348,729,GasA,4,1,5,742,729,1471,Detchd,1999,1,2,440,3,2,0,24,0,0,0,0,0,0,,Mar,2009,172500
2-STORY 1946+,RL,68,10769,,Lvl,Inside,0,1Fam,2Story,8,5,2007,2007,Gable,CompShg,None,0,4,3,PConc,4,3,2,6,20,1,0,846,866,GasA,5,1,5,866,902,1768,Attchd,2007,2,2,578,3,2,144,105,0,0,0,0,0,0,,Apr,2009,212000
2-STORY 1946+,RL,,11616,,Lvl,CulDSac,0,1Fam,2Story,6,5,1978,1978,Hip,CompShg,BrkCmn,328,3,3,CBlock,3,3,1,3,438,1,0,234,672,GasA,3,1,5,672,714,1386,Attchd,1978,3,2,440,3,2,335,0,0,0,0,0,0,4,,Apr,2010,158900
2-STORY PUD 1946+,FV,24,2280,Pave,Lvl,Inside,0,Twnhs,2Story,7,5,1999,1999,Gable,CompShg,BrkFace,360,3,3,PConc,4,3,0,5,549,1,0,195,744,GasA,4,1,5,757,744,1501,Detchd,1999,1,2,440,3,2,0,0,0,0,0,0,0,0,,Aug,2008,179400
2-STORY 1946+,RL,65,12257,,Lvl,Inside,0,1Fam,2Story,8,5,1995,1995,Gable,CompShg,BrkFace,513,4,3,PConc,4,3,2,2,56,5,64,1198,1318,GasA,5,1,5,1328,1203,2531,Attchd,1995,2,3,752,3,2,222,98,0,0,0,0,0,0,,Nov,2007,290000
1-STORY 1946+,RL,70,9100,,Lvl,Inside,0,1Fam,1Story,6,6,1959,1959,Hip,CompShg,None,0,3,3,CBlock,3,3,0,3,612,1,0,252,864,GasA,5,1,5,864,0,864,Detchd,2008,1,1,300,5,2,0,0,0,0,0,0,0,0,Shed,Oct,2009,127500
1-STORY 1945-,RM,60,6911,,Lvl,FR2,0,1Fam,1Story,5,5,1924,1950,Gable,CompShg,None,0,3,3,PConc,3,3,1,2,405,1,0,740,1145,GasA,3,1,5,1301,0,1301,Detchd,1965,1,2,440,3,2,0,0,0,0,0,0,0,0,,Oct,2009,100000
2-STORY 1946+,FV,72,8640,,Lvl,Inside,0,1Fam,2Story,7,5,2009,2009,Gable,CompShg,None,0,3,3,PConc,4,3,1,6,24,1,0,732,756,GasA,5,1,5,764,783,1547,Attchd,2009,1,2,614,3,2,169,45,0,0,0,0,0,0,,June,2010,215200
2-STORY 1946+,RL,82,9430,,Lvl,Inside,0,1Fam,2Story,8,5,1999,1999,Gable,CompShg,BrkFace,673,4,3,PConc,4,3,1,6,1163,1,0,89,1252,GasA,5,1,5,1268,1097,2365,Attchd,1999,2,3,856,3,2,0,128,0,0,180,0,0,0,,July,2009,337000
1-STORY PUD 1946+,RL,30,9549,,Lvl,CulDSac,0,TwnhsE,1Story,8,5,1995,1996,Hip,CompShg,None,0,4,4,PConc,4,4,2,2,437,6,1057,0,1494,GasA,5,1,5,1494,0,1494,Attchd,1995,3,2,481,3,2,0,30,0,0,216,0,0,0,,Apr,2006,270000
1-STORY 1946+,RL,75,14587,,Lvl,Inside,0,1Fam,1Story,9,5,2008,2008,Gable,CompShg,Stone,284,4,3,PConc,4,3,0,1,0,1,0,1498,1498,GasA,5,1,5,1506,0,1506,Attchd,2008,3,2,592,3,2,0,174,0,0,0,0,0,0,,Aug,2008,264132
2-STORY 1946+,RL,80,10421,,Lvl,Inside,0,1Fam,2Story,7,5,1988,1988,Gable,CompShg,BrkFace,42,3,3,CBlock,4,3,0,6,394,1,0,586,980,GasA,3,1,5,980,734,1714,Attchd,1988,1,2,496,3,2,228,66,156,0,0,0,0,3,Shed,Mar,2010,196500
1-1/2 STORY FIN,RL,75,12508,,Lvl,Inside,0,1Fam,1.5Fin,6,7,1940,1985,Gable,CompShg,None,0,3,3,CBlock,4,3,1,5,660,1,0,323,983,GasA,5,1,5,983,767,1750,Attchd,1989,1,1,423,3,2,245,0,156,0,0,0,0,0,Shed,July,2008,160000
1-STORY 1946+,RL,70,9100,,Lvl,Inside,0,1Fam,1Story,7,5,2004,2005,Hip,CompShg,None,0,4,3,PConc,4,3,0,6,24,1,0,1836,1860,GasA,5,1,5,1836,0,1836,Attchd,2004,3,2,484,3,2,120,33,0,0,0,0,0,0,,Oct,2006,216837
2-STORY 1946+,RL,47,53504,,HLS,CulDSac,1,1Fam,2Story,8,5,2003,2003,Hip,CompShg,BrkFace,603,5,3,PConc,4,3,3,5,1416,1,0,234,1650,GasA,5,1,5,1690,1589,3279,BuiltIn,2003,3,3,841,3,2,503,36,0,0,210,0,0,0,,June,2010,538000
SPLIT FOYER,RL,,7252,,Lvl,CulDSac,0,1Fam,SFoyer,5,5,1982,1982,Hip,CompShg,None,0,3,3,CBlock,4,3,2,6,685,1,0,173,858,GasA,3,1,5,858,0,858,Detchd,1983,1,2,576,3,2,120,0,0,0,0,0,0,0,,Apr,2009,134900
1-STORY 1946+,RL,67,8877,,Lvl,Inside,0,1Fam,1Story,4,5,1951,1951,Gable,CompShg,None,0,3,3,CBlock,2,2,0,2,836,1,0,0,836,GasA,3,1,3,1220,0,1220,Detchd,1951,1,2,396,3,2,0,0,0,0,0,0,0,0,,Apr,2006,102000
SPLIT OR MULTI-LEVEL,RL,94,7819,,Lvl,Inside,0,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,None,0,3,3,CBlock,3,3,2,5,422,4,127,480,1029,GasA,3,1,5,1117,0,1117,Detchd,1976,1,2,672,3,2,144,0,0,0,0,0,0,3,,Mar,2010,107000
1-STORY 1946+,RL,70,10150,,Lvl,Inside,0,1Fam,1Story,5,5,1958,1958,Gable,CompShg,None,1,3,3,CBlock,3,3,0,3,456,1,0,456,912,GasA,5,1,4,912,0,912,Attchd,1958,2,1,275,3,2,0,0,0,0,0,0,0,0,,July,2007,114500
1-STORY 1946+,RL,110,14226,,Lvl,Corner,0,1Fam,1Story,8,5,2006,2006,Hip,CompShg,BrkFace,375,4,3,PConc,4,3,2,1,0,1,0,1935,1935,GasA,4,1,5,1973,0,1973,Attchd,2006,3,3,895,3,2,315,45,0,0,0,0,0,0,,July,2007,395000
1-STORY PUD 1946+,RM,32,4500,,Lvl,FR2,0,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,BrkFace,320,3,3,PConc,5,3,0,6,866,1,0,338,1204,GasA,5,1,5,1204,0,1204,Attchd,1998,3,2,412,3,2,0,247,0,0,0,0,0,0,,June,2009,162000
1-STORY 1946+,RL,86,11210,,Lvl,Inside,0,1Fam,1Story,7,5,2005,2006,Gable,CompShg,BrkFace,240,4,3,PConc,4,3,2,6,20,1,0,1594,1614,GasA,5,1,5,1614,0,1614,Attchd,2005,2,3,865,3,2,144,59,0,0,0,0,0,0,,July,2006,221500
1-STORY 1946+,RL,100,13350,,Lvl,Inside,0,1Fam,1Story,5,5,1974,1974,Hip,CompShg,None,0,3,3,CBlock,3,3,0,5,762,1,0,102,864,GasA,3,1,5,894,0,894,Attchd,1974,1,2,440,3,2,241,0,0,0,0,0,0,3,,June,2006,142500
DUPLEX,RH,60,8400,,Lvl,Inside,0,Duplex,1Story,5,5,1977,1977,Gable,CompShg,BrkFace,320,3,3,Slab,0,0,0,0,0,0,0,0,0,GasA,3,1,5,2020,0,2020,Detchd,1977,1,2,630,3,2,0,0,0,0,0,0,0,0,,Oct,2007,144000
DUPLEX,RL,78,10530,,Lvl,Inside,0,Duplex,SFoyer,6,5,1977,1977,Gable,CompShg,BrkFace,90,3,3,CBlock,4,3,3,6,975,1,0,0,975,GasA,3,1,5,1004,0,1004,Attchd,1977,1,2,504,3,2,0,0,0,0,0,0,0,0,,May,2006,135000
1-STORY 1946+,RL,63,7875,,Lvl,Inside,0,1Fam,1Story,7,5,1995,1996,Gable,CompShg,BrkFace,38,3,3,PConc,4,4,0,1,0,1,0,1237,1237,GasA,4,1,5,1253,0,1253,Attchd,1995,3,2,402,3,2,220,21,0,0,0,0,0,0,,June,2007,176000
2-STORY 1946+,RL,65,7153,,Lvl,Inside,0,1Fam,2Story,6,5,1992,1992,Gable,CompShg,None,0,4,4,PConc,4,3,0,5,387,1,0,374,761,GasA,5,1,5,810,793,1603,Attchd,1992,2,2,484,3,2,0,124,0,0,0,0,0,0,,July,2006,175900
1-STORY 1946+,RL,67,16285,,Lvl,Inside,0,1Fam,1Story,7,5,2001,2002,Gable,CompShg,None,0,4,3,PConc,4,3,0,1,0,1,0,1413,1413,GasA,5,1,5,1430,0,1430,Attchd,2001,2,2,605,3,2,0,33,0,0,0,0,0,0,,June,2009,187100
SPLIT FOYER,RL,,9101,,Lvl,Corner,0,1Fam,SFoyer,5,6,1978,1978,Gable,CompShg,BrkFace,104,3,4,PConc,4,3,2,6,1097,1,0,0,1097,GasA,5,1,5,1110,0,1110,Attchd,1978,3,2,602,3,2,303,30,0,0,0,0,0,0,,July,2009,165500
2-1/2 STORY,RM,35,6300,Grvl,Lvl,Inside,0,1Fam,2.5Unf,6,6,1914,2001,Gable,CompShg,None,0,3,3,CBlock,3,3,0,1,0,1,0,742,742,GasA,5,1,5,742,742,1484,,1914,0,0,0,0,2,0,291,134,0,0,0,0,0,,June,2008,128000
1-STORY 1946+,RL,,9790,,Lvl,Inside,0,1Fam,1Story,6,5,1967,1967,Gable,CompShg,None,0,3,3,CBlock,3,3,0,3,251,3,630,491,1372,GasA,3,1,5,1342,0,1342,Attchd,1967,1,2,457,3,2,0,0,0,0,197,0,0,0,,Sept,2009,161500
1-1/2 STORY FIN,RM,60,10800,,Lvl,Inside,0,1Fam,1.5Fin,5,6,1915,1950,Gable,CompShg,None,0,3,4,PConc,2,3,0,2,686,1,0,0,686,GasA,3,1,5,966,686,1652,Detchd,1961,1,1,416,3,2,0,0,196,0,0,0,0,0,Shed,June,2010,139000
2-STORY 1946+,RL,76,10142,,Lvl,Inside,0,1Fam,2Story,7,5,2004,2004,Gable,CompShg,None,0,4,3,PConc,4,3,0,6,656,1,0,300,956,GasA,5,1,5,956,1128,2084,BuiltIn,2004,2,2,618,3,2,0,45,0,0,0,0,0,0,,Jan,2010,233000
1-STORY 1946+,RM,50,6000,,Lvl,Corner,0,1Fam,1Story,4,7,1954,2000,Gable,CompShg,None,0,3,3,CBlock,3,3,0,1,0,1,0,901,901,GasA,5,1,5,901,0,901,Detchd,1954,1,1,281,2,2,0,0,0,0,0,0,0,0,,Aug,2008,107900
2-STORY 1946+,RL,,12205,,Low,Inside,0,1Fam,2Story,6,8,1966,2007,Gable,CompShg,BrkFace,157,3,3,CBlock,3,2,3,2,568,1,0,264,832,GasA,4,1,5,976,1111,2087,Attchd,1966,3,2,444,3,2,133,168,0,0,0,0,0,0,,July,2007,187500
1-STORY PUD 1946+,RL,43,3182,,Lvl,Inside,0,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,BrkFace,11,4,3,PConc,4,3,0,6,16,1,0,1129,1145,GasA,5,1,5,1145,0,1145,Attchd,2005,3,2,397,3,2,100,16,0,0,0,0,0,0,,Sept,2009,160200
SPLIT OR MULTI-LEVEL,RL,,11333,,Lvl,Corner,0,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,None,0,3,3,PConc,4,3,2,5,539,1,0,490,1029,GasA,3,1,5,1062,0,1062,Attchd,1976,2,2,539,3,2,120,0,0,0,0,0,0,0,,May,2007,146800
2-STORY 1946+,RL,92,9920,,Lvl,CulDSac,0,1Fam,2Story,7,5,1996,1997,Gable,CompShg,None,0,4,3,PConc,4,3,2,6,862,1,0,255,1117,GasA,5,1,5,1127,886,2013,Attchd,1997,1,2,455,3,2,180,130,0,0,0,0,0,0,,June,2007,269790
1-STORY 1946+,RL,76,9158,,Lvl,Inside,0,1Fam,1Story,8,5,2007,2007,Gable,CompShg,Stone,140,4,3,PConc,4,3,2,1,0,1,0,1496,1496,GasA,5,1,5,1496,0,1496,Attchd,2007,3,2,474,3,2,168,130,0,0,0,0,0,0,,June,2007,225000
2-STORY 1946+,RL,,10832,,Lvl,Corner,0,1Fam,2Story,7,5,1994,1996,Gable,CompShg,None,0,4,3,PConc,4,3,0,1,0,1,0,712,712,GasA,5,1,5,1086,809,1895,Attchd,1994,3,2,409,3,2,143,46,0,0,0,0,0,0,Shed,Oct,2008,194500
2-STORY 1946+,RL,70,8400,,Lvl,Inside,0,1Fam,2Story,6,6,1980,1981,Gable,CompShg,BrkFace,130,3,3,CBlock,4,3,0,1,0,1,0,650,650,GasA,3,1,5,888,676,1564,Attchd,1980,1,2,476,3,2,0,50,0,0,204,0,0,3,,Apr,2010,171000
1-STORY 1946+,RL,71,8197,,Lvl,Inside,0,1Fam,1Story,6,5,1977,1977,Gable,CompShg,BrkFace,148,3,3,CBlock,3,3,0,1,0,1,0,660,660,GasA,5,1,5,1285,0,1285,Attchd,1977,2,2,528,3,2,138,0,0,0,0,0,0,3,,Apr,2007,143500
1-STORY 1946+,RL,57,7677,,Lvl,Inside,0,1Fam,1Story,5,5,1953,1953,Gable,CompShg,None,0,3,3,CBlock,3,3,0,4,570,1,0,203,773,GasA,4,1,5,773,0,773,Attchd,1953,1,1,240,3,2,0,0,0,0,0,0,0,0,,Apr,2008,110000
2-STORY 1946+,RL,104,13518,,Lvl,Inside,0,1Fam,2Story,9,5,2008,2009,Hip,CompShg,Stone,860,5,3,PConc,5,3,0,1,0,1,0,1926,1926,GasA,5,1,5,1966,1174,3140,BuiltIn,2009,3,3,820,3,2,144,78,0,0,0,0,0,0,,July,2009,485000
1-1/2 STORY FIN,RL,60,7200,,Lvl,Corner,0,1Fam,1.5Fin,5,7,1937,1950,Gable,CompShg,BrkFace,252,3,3,BrkTil,4,3,0,5,569,1,0,162,731,GasA,5,1,5,981,787,1768,Detchd,1939,1,1,240,3,2,0,0,264,0,0,0,0,3,,June,2007,175000
2-STORY 1946+,RL,79,12798,,HLS,Inside,1,1Fam,2Story,6,5,1997,1997,Gable,CompShg,None,0,3,3,PConc,4,3,3,6,462,1,0,154,616,GasA,4,1,5,616,1072,1688,Attchd,1997,2,2,603,3,2,403,114,185,0,0,0,0,0,Shed,May,2008,200000
1-STORY 1945-,RM,40,4800,,Lvl,Inside,0,1Fam,1Story,4,7,1916,1990,Gable,CompShg,None,0,3,3,CBlock,3,3,0,2,197,1,0,999,1196,GasA,5,1,4,1196,0,1196,Detchd,1957,1,2,440,3,2,0,0,0,0,0,0,0,0,,July,2007,109900
2-STORY 1946+,RL,63,8199,,Lvl,Inside,0,1Fam,2Story,7,5,2005,2005,Gable,CompShg,None,0,4,3,PConc,4,3,2,6,648,1,0,80,728,GasA,5,1,5,728,728,1456,Attchd,2005,3,2,410,3,2,36,18,0,0,0,0,0,0,,Oct,2008,189000
2-STORY 1946+,RL,107,13891,,Lvl,Inside,0,1Fam,2Story,9,5,2008,2009,Hip,CompShg,Stone,424,5,3,PConc,5,3,3,1,0,1,0,1734,1734,GasA,5,1,5,1734,1088,2822,BuiltIn,2009,2,3,1020,3,2,52,170,0,0,192,0,0,0,,Jan,2009,582933
1-STORY 1946+,RL,75,9000,,Lvl,Inside,0,1Fam,1Story,5,5,1954,1954,Gable,CompShg,None,0,3,3,CBlock,3,3,0,2,812,1,0,124,936,GasA,3,1,5,1128,0,1128,Attchd,1954,1,1,286,3,2,0,0,0,0,0,0,0,2,,June,2006,118000
1-STORY 1946+,RL,91,12274,,Lvl,FR2,0,1Fam,1Story,7,5,2008,2008,Gable,CompShg,Stone,256,4,3,PConc,4,3,0,1,0,1,0,1417,1417,GasA,5,1,5,1428,0,1428,Attchd,2008,2,2,554,3,2,0,60,0,0,0,0,0,0,,July,2008,227680
SPLIT OR MULTI-LEVEL,RL,75,9750,,Lvl,Inside,0,1Fam,SLvl,5,5,1967,1967,Gable,CompShg,None,0,3,3,PConc,3,3,2,5,400,3,480,100,980,GasA,4,1,5,980,0,980,Attchd,1967,3,1,384,3,2,68,0,0,0,0,0,0,0,,Oct,2006,135500
2-STORY 1945-,RL,144,21384,,Lvl,Inside,0,1Fam,2Story,5,6,1923,2004,Gable,CompShg,None,0,3,3,CBlock,3,3,3,6,1309,1,0,15,1324,GasA,5,1,5,1072,504,1576,Attchd,1923,2,2,528,3,2,0,312,0,0,0,0,0,0,,May,2009,223500
SPLIT OR MULTI-LEVEL,RL,85,13400,,Lvl,Inside,0,1Fam,SLvl,5,5,1966,1966,Gable,CompShg,BrkFace,1047,3,3,CBlock,3,3,2,5,516,4,128,380,1024,GasA,3,1,5,1086,0,1086,Attchd,1966,2,2,484,3,2,0,0,0,0,0,0,0,2,,June,2006,159950
2-1/2 STORY,RM,90,8100,,Lvl,Corner,0,1Fam,2.5Unf,5,5,1898,1965,Hip,CompShg,None,0,3,3,PConc,3,3,0,1,0,1,0,849,849,GasA,3,0,4,1075,1063,2138,Detchd,1910,1,2,360,2,0,40,156,0,0,0,0,0,3,,Nov,2009,106000
1-STORY 1946+,RL,78,10140,,Lvl,Inside,0,1Fam,1Story,6,6,1974,1999,Hip,CompShg,BrkFace,99,3,3,CBlock,3,3,0,5,663,3,377,0,1040,GasA,2,1,5,1309,0,1309,Attchd,1974,2,2,484,3,2,265,0,0,0,0,648,2,4,,Jan,2006,181000
1-STORY PUD 1946+,RM,,4438,,Lvl,Inside,0,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,BrkFace,169,4,3,PConc,4,3,3,6,662,1,0,186,848,GasA,5,1,5,848,0,848,Attchd,2004,3,2,420,3,2,140,0,0,0,0,0,0,0,,June,2008,144500
1-STORY 1946+,C,66,8712,,Bnk,Inside,1,1Fam,1Story,5,5,1952,1952,Hip,CompShg,None,0,2,3,CBlock,3,3,2,1,0,1,0,540,540,GasA,3,0,4,1044,0,1044,Basment,1952,1,2,504,3,0,0,0,0,0,0,0,0,0,Shed,June,2010,55993
1-STORY 1946+,RL,75,9750,,Lvl,Inside,0,1Fam,1Story,6,6,1958,1958,Gable,CompShg,BrkFace,243,3,3,CBlock,3,3,0,3,608,1,0,834,1442,GasA,4,1,5,1442,0,1442,Attchd,1958,2,1,301,3,2,0,0,275,0,0,0,0,0,Shed,Apr,2007,157900
1-1/2 STORY FIN,RL,45,8248,Grvl,Lvl,Inside,0,1Fam,1.5Fin,5,7,1918,1950,Gable,CompShg,None,0,3,3,BrkTil,3,3,0,1,0,1,0,686,686,GasW,4,1,5,686,564,1250,Detchd,1955,1,1,280,3,1,207,0,96,0,0,0,0,0,,July,2006,116000
1-STORY 1946+,RL,48,12137,,Lvl,CulDSac,0,1Fam,1Story,7,5,1998,1998,Gable,CompShg,BrkFace,442,3,3,PConc,4,3,0,1,0,1,0,1649,1649,GasA,5,1,5,1661,0,1661,Attchd,1998,2,2,598,3,2,0,34,0,0,0,0,0,0,,May,2010,224900
1-STORY 1946+,RL,,11425,,Lvl,Corner,0,1Fam,1Story,5,6,1954,1954,Gable,CompShg,None,0,3,3,CBlock,3,3,0,4,486,1,0,522,1008,GasA,4,1,5,1008,0,1008,Attchd,1954,2,1,275,3,2,0,0,120,0,0,0,0,0,,July,2006,137000
1-STORY 1946+,RL,,13265,,Lvl,CulDSac,0,1Fam,1Story,8,5,2002,2002,Hip,CompShg,BrkFace,148,4,3,PConc,4,3,0,6,1218,1,0,350,1568,GasA,5,1,5,1689,0,1689,Attchd,2002,2,3,857,3,2,150,59,0,0,0,0,0,0,,July,2008,271000
SPLIT OR MULTI-LEVEL,RL,80,8816,,Lvl,Inside,0,1Fam,SLvl,6,7,1971,1971,Gable,CompShg,BrkFace,80,3,3,CBlock,3,3,2,6,504,1,0,506,1010,GasA,4,1,5,1052,0,1052,Attchd,1971,1,2,440,3,2,0,0,0,0,0,0,0,3,,June,2010,155000
1-STORY PUD 1946+,RL,44,6371,,Lvl,Inside,0,TwnhsE,1Story,7,5,2009,2010,Gable,CompShg,Stone,128,4,3,PConc,4,3,1,6,733,1,0,625,1358,GasA,5,1,5,1358,0,1358,Attchd,2010,2,2,484,3,2,192,35,0,0,0,0,0,0,,June,2010,224000
2-STORY 1946+,RL,72,7226,,Lvl,CulDSac,0,1Fam,2Story,7,5,2003,2003,Gable,CompShg,None,0,4,3,PConc,4,3,0,1,0,1,0,798,798,GasA,5,1,5,798,842,1640,Attchd,2003,2,2,595,3,2,0,45,0,0,0,0,0,0,,June,2008,183000
1-STORY 1946+,RM,60,6000,Pave,Bnk,Inside,1,2fmCon,1Story,4,4,1953,1953,Gable,CompShg,None,0,2,3,CBlock,2,3,0,1,0,1,0,936,936,GasA,3,0,5,936,0,936,Detchd,1974,1,2,576,3,2,0,32,112,0,0,0,0,0,,Feb,2009,93000
2-STORY 1946+,RL,,12394,,Lvl,Corner,0,1Fam,2Story,7,5,2003,2003,Gable,CompShg,None,0,4,3,PConc,4,3,3,1,0,1,0,847,847,GasA,5,1,5,847,886,1733,BuiltIn,2003,3,2,433,3,2,100,48,0,0,0,0,0,0,,Oct,2007,225000
